"vacina_dataaplicacao","paciente_endereco_nmmunicipio","_col2"
"2021-06-05","NITEROI","1399"
"2021-02-12","NITEROI","2117"
"2021-02-23","MARINGA","178"
"2021-06-17","JUNDIAI","2937"
"2021-03-30","SANTA LUZIA","1272"
"2021-03-19","FEIRA DE SANTANA","1970"
"2021-07-07","FEIRA DE SANTANA","551"
"2021-04-13","JUNDIAI","1406"
"2021-06-09","DIVINOPOLIS","710"
"2021-05-15","DIVINOPOLIS","732"
"2021-05-22","JUNDIAI","3122"
"2021-02-02","MARINGA","295"
"2021-04-14","DIVINOPOLIS","125"
"2021-04-25","JUNDIAI","21"
"2021-01-30","SANTA MARIA","78"
"2021-02-11","ACAILANDIA","42"
"2021-04-27","PETROLINA","135"
"2021-09-30","RIBEIRAO PRETO","6"
"2021-10-05","SANTA LUZIA","5"
"2021-06-30","NITEROI","9366"
"2021-09-23","NITEROI","4221"
"2021-07-06","NITEROI","7087"
"2021-08-26","FEIRA DE SANTANA","194"
"2021-06-03","FEIRA DE SANTANA","4590"
"2021-06-18","SANTA MARIA","3559"
"2021-03-08","SANTA LUZIA","279"
"2021-04-27","MARINGA","800"
"2021-07-12","JUNDIAI","572"
"2021-05-25","PETROLINA","642"
"2021-04-08","RIBEIRAO PRETO","841"
"2021-04-10","JUNDIAI","867"
"2021-06-25","ACAILANDIA","67"
"2021-03-20","DIVINOPOLIS","174"
"2021-01-29","FEIRA DE SANTANA","482"
"2021-04-09","RIBEIRAO PRETO","226"
"2021-09-09","MARINGA","3827"
"2021-05-13","PETROLINA","224"
"2021-03-07","PETROLINA","42"
"2021-10-16","ACAILANDIA","1"
"2021-03-07","SANTA LUZIA","1"
"2021-05-09","MARINGA","1"
"2021-06-18","NITEROI","5432"
"2021-09-22","NITEROI","5545"
"2021-05-17","NITEROI","4078"
"2021-08-06","SANTA LUZIA","1033"
"2021-08-28","DIVINOPOLIS","727"
"2021-03-17","DIVINOPOLIS","441"
"2021-04-15","RIBEIRAO PRETO","1681"
"2021-04-14","JUNDIAI","1499"
"2021-07-09","SANTA LUZIA","1129"
"2021-05-27","PETROLINA","800"
"2021-01-25","SANTA MARIA","149"
"2021-03-29","JUNDIAI","949"
"2021-10-08","DIVINOPOLIS","3"
"2021-08-05","SANTA MARIA","3577"
"2021-03-04","SANTA MARIA","561"
"2021-07-16","PETROLINA","352"
"2021-02-27","DIVINOPOLIS","3"
"2021-08-15","NITEROI","31"
"2021-06-17","DIVINOPOLIS","112"
"2021-05-22","MARINGA","263"
"2021-02-17","DIVINOPOLIS","136"
"2021-04-18","SANTA MARIA","38"
"2021-10-05","PETROLINA","2"
"2021-08-08","MARINGA","5"
"2021-07-04","DIVINOPOLIS","3"
"2021-07-14","MARINGA","329"
"2021-02-16","NITEROI","840"
"2021-05-11","MARINGA","1014"
"2021-06-18","MARINGA","4123"
"2021-04-17","SANTA MARIA","5214"
"2021-05-31","ACAILANDIA","243"
"2021-03-10","SANTA MARIA","541"
"2021-02-09","SANTA LUZIA","430"
"2021-03-02","DIVINOPOLIS","339"
"2021-09-02","PETROLINA","1015"
"2021-05-05","ACAILANDIA","81"
"2021-05-12","RIBEIRAO PRETO","602"
"2021-08-09","PETROLINA","779"
"2021-10-16","NITEROI","329"
"2021-09-28","MARINGA","9"
"2021-03-13","MARINGA","48"
"2021-05-16","RIBEIRAO PRETO","14"
"2021-02-15","SANTA LUZIA","123"
"2021-09-13","ACAILANDIA","686"
"2021-04-25","RIBEIRAO PRETO","23"
"2021-10-15","ACAILANDIA","1"
"2021-07-10","ACAILANDIA","39"
"2021-03-01","ACAILANDIA","29"
"2021-01-21","ACAILANDIA","22"
"2020-03-23","SANTA MARIA","1"
"2021-08-23","NITEROI","8119"
"2021-09-27","NITEROI","5229"
"2021-03-20","NITEROI","109"
"2021-06-22","JUNDIAI","1105"
"2021-07-12","MARINGA","2972"
"2021-05-03","SANTA LUZIA","485"
"2021-05-06","FEIRA DE SANTANA","1044"
"2021-04-05","SANTA LUZIA","934"
"2021-04-21","SANTA LUZIA","563"
"2021-03-19","RIBEIRAO PRETO","2025"
"2021-06-19","PETROLINA","1928"
"2021-06-02","SANTA LUZIA","782"
"2021-09-16","SANTA LUZIA","776"
"2021-06-04","DIVINOPOLIS","63"
"2021-03-16","ACAILANDIA","166"
,"SANTA LUZIA","7"
"2021-02-03","FEIRA DE SANTANA","749"
"2021-02-06","PETROLINA","108"
"2021-09-21","DIVINOPOLIS","538"
"2021-07-11","SANTA MARIA","9"
"2021-03-06","DIVINOPOLIS","4"
"2021-06-20","DIVINOPOLIS","3"
"2021-09-19","FEIRA DE SANTANA","8"
"2021-09-19","ACAILANDIA","5"
"2021-02-21","RIBEIRAO PRETO","3"
"2021-09-18","FEIRA DE SANTANA","81"
"2021-02-16","MARINGA","619"
"2021-03-15","RIBEIRAO PRETO","1310"
"2021-04-16","RIBEIRAO PRETO","2668"
"2021-07-17","SANTA MARIA","6308"
"2021-07-22","JUNDIAI","3412"
"2021-04-27","JUNDIAI","898"
"2021-04-02","RIBEIRAO PRETO","2274"
"2021-07-07","MARINGA","3269"
"2021-06-07","MARINGA","1562"
"2021-04-19","FEIRA DE SANTANA","864"
"2021-08-12","MARINGA","1854"
"2021-07-29","SANTA LUZIA","767"
"2021-02-25","FEIRA DE SANTANA","240"
"2021-07-16","SANTA LUZIA","782"
"2021-09-21","SANTA MARIA","2514"
"2021-02-22","DIVINOPOLIS","333"
"2021-08-14","SANTA LUZIA","319"
"2021-06-22","PETROLINA","363"
"2021-07-04","SANTA MARIA","25"
"2021-09-09","JUNDIAI","3891"
"2021-05-16","SANTA LUZIA","3"
"2021-09-07","ACAILANDIA","7"
"2021-07-15","NITEROI","4433"
"2021-03-03","NITEROI","2614"
"2021-04-10","MARINGA","2200"
"2021-07-29","FEIRA DE SANTANA","1787"
"2021-06-23","PETROLINA","348"
"2021-07-06","DIVINOPOLIS","1374"
"2021-07-20","DIVINOPOLIS","1079"
"2021-08-06","ACAILANDIA","329"
"2021-07-13","JUNDIAI","1027"
"2021-03-09","FEIRA DE SANTANA","403"
"2021-07-11","DIVINOPOLIS","5"
"2021-01-19","SANTA LUZIA","48"
"2021-10-04","DIVINOPOLIS","2"
"2021-08-14","ACAILANDIA","100"
"2021-03-09","ACAILANDIA","10"
"2021-02-01","DIVINOPOLIS","18"
"2021-05-23","SANTA MARIA","5"
"2021-10-08","JUNDIAI","11"
"2021-10-01","NITEROI","3555"
"2021-07-20","JUNDIAI","2703"
"2021-08-23","DIVINOPOLIS","1343"
"2021-08-19","DIVINOPOLIS","1248"
"2021-07-19","JUNDIAI","1279"
"2021-06-19","MARINGA","762"
"2021-07-28","FEIRA DE SANTANA","1758"
"2021-05-01","SANTA MARIA","4205"
"2021-05-22","FEIRA DE SANTANA","1063"
"2021-04-29","FEIRA DE SANTANA","1438"
"2021-05-05","PETROLINA","400"
"2021-03-27","NITEROI","679"
"2021-04-24","SANTA MARIA","1373"
"2021-03-10","FEIRA DE SANTANA","417"
"2021-05-19","RIBEIRAO PRETO","1557"
"2021-03-08","SANTA MARIA","328"
"2021-02-18","FEIRA DE SANTANA","812"
"2021-05-21","ACAILANDIA","110"
"2021-05-22","SANTA LUZIA","33"
"2021-09-02","ACAILANDIA","477"
"2021-08-20","ACAILANDIA","1118"
"2021-09-22","PETROLINA","157"
"2021-07-03","ACAILANDIA","16"
"2021-08-15","SANTA LUZIA","22"
"2021-05-16","FEIRA DE SANTANA","24"
"2021-01-24","ACAILANDIA","10"
"2021-10-16","RIBEIRAO PRETO","3"
"2021-08-22","ACAILANDIA","4"
"2021-08-01","ACAILANDIA","3"
"2021-02-22","NITEROI","1248"
"2021-06-23","NITEROI","6524"
"2021-08-09","NITEROI","9361"
"2021-08-14","NITEROI","1018"
"2021-08-19","SANTA MARIA","2161"
"2021-03-20","PETROLINA","1154"
"2021-02-09","SANTA MARIA","662"
"2021-04-26","RIBEIRAO PRETO","2082"
"2021-07-23","DIVINOPOLIS","1041"
"2021-08-03","SANTA MARIA","3039"
"2021-05-05","SANTA LUZIA","797"
"2021-07-10","DIVINOPOLIS","978"
"2021-07-28","SANTA LUZIA","806"
"2021-01-23","SANTA MARIA","206"
"2021-09-06","SANTA MARIA","1672"
"2021-03-09","SANTA LUZIA","135"
"2021-04-12","MARINGA","282"
"2021-03-07","ACAILANDIA","6"
"2021-05-04","ACAILANDIA","147"
"2021-04-26","DIVINOPOLIS","42"
"2021-01-19","SANTA MARIA","36"
"2021-03-01","SANTA LUZIA","136"
"2021-02-23","JUNDIAI","66"
"2021-08-15","PETROLINA","638"
"2021-08-15","FEIRA DE SANTANA","79"
"2021-09-06","DIVINOPOLIS","895"
"2021-07-21","NITEROI","6745"
"2021-10-08","NITEROI","3979"
"2021-08-13","SANTA LUZIA","1594"
"2021-03-31","ACAILANDIA","249"
"2021-06-09","SANTA LUZIA","902"
"2021-08-10","SANTA MARIA","5607"
"2021-04-14","PETROLINA","355"
"2021-03-06","JUNDIAI","1378"
"2021-08-12","FEIRA DE SANTANA","1876"
"2021-05-10","SANTA MARIA","273"
"2021-01-27","SANTA MARIA","413"
"2021-01-25","JUNDIAI","207"
"2021-02-26","RIBEIRAO PRETO","235"
"2021-09-21","JUNDIAI","272"
"2021-04-11","JUNDIAI","23"
"2021-03-20","SANTA LUZIA","7"
"2021-01-19","DIVINOPOLIS","8"
"2021-05-23","ACAILANDIA","1"
"2021-05-19","NITEROI","3739"
"2021-07-21","SANTA LUZIA","908"
"2021-04-30","NITEROI","4741"
"2021-08-27","SANTA LUZIA","1225"
"2021-03-04","MARINGA","393"
"2021-06-15","FEIRA DE SANTANA","1616"
"2021-06-17","PETROLINA","1091"
"2021-03-25","JUNDIAI","207"
"2021-04-26","JUNDIAI","950"
"2021-05-31","MARINGA","831"
"2021-05-15","JUNDIAI","950"
"2021-06-11","FEIRA DE SANTANA","3343"
"2021-03-16","JUNDIAI","529"
"2021-03-19","PETROLINA","531"
"2021-04-13","MARINGA","655"
"2021-04-01","RIBEIRAO PRETO","118"
"2021-07-28","MARINGA","800"
"2021-03-11","RIBEIRAO PRETO","807"
"2021-07-19","SANTA MARIA","617"
"2021-06-03","PETROLINA","676"
"2021-03-19","MARINGA","884"
"2021-08-21","ACAILANDIA","42"
"2021-02-04","MARINGA","334"
"2021-01-20","JUNDIAI","53"
"2021-02-24","ACAILANDIA","29"
"2021-04-25","SANTA LUZIA","11"
"2021-01-28","ACAILANDIA","22"
"2021-05-07","NITEROI","5559"
"2021-01-22","NITEROI","2087"
"2021-08-20","MARINGA","1655"
"2021-04-13","PETROLINA","434"
"2021-06-08","FEIRA DE SANTANA","797"
"2021-05-17","RIBEIRAO PRETO","1441"
"2021-06-15","RIBEIRAO PRETO","1754"
"2021-03-26","FEIRA DE SANTANA","1113"
"2021-02-13","RIBEIRAO PRETO","101"
"2021-02-14","ACAILANDIA","4"
"2021-07-12","SANTA MARIA","589"
"2021-05-10","JUNDIAI","714"
"2021-09-03","JUNDIAI","2896"
"2021-05-08","ACAILANDIA","13"
"2021-09-30","DIVINOPOLIS","1"
"2021-07-18","ACAILANDIA","6"
"2021-09-12","DIVINOPOLIS","3"
"2021-04-02","NITEROI","5053"
"2021-09-15","NITEROI","7218"
"2021-08-23","FEIRA DE SANTANA","307"
"2021-08-19","PETROLINA","1281"
"2021-06-07","RIBEIRAO PRETO","1576"
"2021-04-23","RIBEIRAO PRETO","2942"
"2021-06-04","MARINGA","461"
"2021-07-10","MARINGA","1059"
"2021-04-28","ACAILANDIA","116"
"2021-07-10","SANTA LUZIA","146"
"2021-08-21","FEIRA DE SANTANA","110"
"2021-09-20","FEIRA DE SANTANA","155"
"2021-02-26","FEIRA DE SANTANA","202"
"2021-03-15","SANTA LUZIA","128"
"2021-03-24","RIBEIRAO PRETO","161"
"2021-09-08","MARINGA","3661"
"2021-09-10","FEIRA DE SANTANA","163"
"2021-03-26","ACAILANDIA","62"
"2021-01-31","SANTA LUZIA","12"
"2021-09-14","ACAILANDIA","732"
"2021-09-13","PETROLINA","1137"
"2021-01-31","PETROLINA","134"
"2021-02-05","ACAILANDIA","37"
"2021-07-18","FEIRA DE SANTANA","25"
"2021-05-30","SANTA LUZIA","7"
"2021-06-20","SANTA LUZIA","23"
"2021-05-23","NITEROI","8"
"2021-10-06","FEIRA DE SANTANA","3"
"2021-02-25","MARINGA","258"
"2021-06-10","JUNDIAI","1083"
"2021-07-05","RIBEIRAO PRETO","3578"
"2021-07-06","RIBEIRAO PRETO","2705"
"2021-06-02","JUNDIAI","805"
"2021-04-01","DIVINOPOLIS","794"
"2021-03-16","PETROLINA","77"
"2021-06-01","RIBEIRAO PRETO","1468"
"2021-03-05","DIVINOPOLIS","352"
"2021-08-03","RIBEIRAO PRETO","2998"
"2021-03-05","SANTA MARIA","1096"
"2021-05-19","DIVINOPOLIS","664"
"2021-05-18","SANTA LUZIA","757"
"2021-02-10","JUNDIAI","393"
"2021-10-14","MARINGA","4"
"2021-08-21","RIBEIRAO PRETO","180"
"2021-02-07","MARINGA","3"
"2021-03-28","SANTA LUZIA","3"
"2021-01-26","NITEROI","1829"
"2021-10-09","JUNDIAI","1"
"2021-02-04","RIBEIRAO PRETO","947"
"2021-07-13","SANTA LUZIA","2020"
"2021-04-20","MARINGA","2318"
"2021-03-18","FEIRA DE SANTANA","1762"
"2021-07-07","ACAILANDIA","284"
"2021-08-26","ACAILANDIA","213"
"2021-08-30","ACAILANDIA","275"
"2021-06-14","ACAILANDIA","261"
"2021-06-26","MARINGA","354"
"2021-02-19","DIVINOPOLIS","128"
"2021-07-18","JUNDIAI","127"
"2021-01-28","SANTA LUZIA","76"
"2021-07-25","JUNDIAI","47"
"2021-01-23","MARINGA","9"
"2021-04-18","RIBEIRAO PRETO","9"
"2021-05-02","JUNDIAI","15"
"2021-09-05","SANTA MARIA","3"
"2021-01-19","ACAILANDIA","1"
"2021-01-17","SANTA LUZIA","1"
"2021-06-03","NITEROI","3474"
"2021-05-06","RIBEIRAO PRETO","3395"
"2021-04-24","FEIRA DE SANTANA","2038"
"2021-05-27","ACAILANDIA","241"
"2021-02-02","FEIRA DE SANTANA","1626"
"2021-08-09","JUNDIAI","898"
"2021-03-12","FEIRA DE SANTANA","720"
"2021-05-04","MARINGA","647"
"2021-03-30","JUNDIAI","617"
"2021-02-23","FEIRA DE SANTANA","684"
"2021-02-19","RIBEIRAO PRETO","1136"
"2021-02-13","PETROLINA","219"
"2021-09-15","PETROLINA","1227"
"2021-02-08","FEIRA DE SANTANA","262"
"2021-02-26","ACAILANDIA","49"
"2021-07-04","FEIRA DE SANTANA","78"
"2021-02-14","NITEROI","27"
"2021-07-25","SANTA MARIA","19"
"2021-08-11","DIVINOPOLIS","940"
"2021-02-07","FEIRA DE SANTANA","9"
"2021-09-13","NITEROI","6908"
"2021-07-22","SANTA LUZIA","1300"
"2021-06-28","RIBEIRAO PRETO","3422"
"2021-07-22","PETROLINA","1323"
"2021-07-02","SANTA LUZIA","458"
"2021-06-30","JUNDIAI","1186"
"2021-08-05","PETROLINA","2454"
"2021-07-31","SANTA MARIA","1835"
"2021-02-13","SANTA LUZIA","50"
"2021-04-11","NITEROI","46"
"2021-09-29","MARINGA","11"
"2021-09-15","MARINGA","3562"
"2021-07-06","ACAILANDIA","121"
"2021-09-09","ACAILANDIA","1046"
"2021-04-02","MARINGA","20"
"2021-10-07","DIVINOPOLIS","4"
"2021-01-30","RIBEIRAO PRETO","298"
"2021-05-08","MARINGA","167"
"2021-03-04","PETROLINA","336"
"2021-02-09","DIVINOPOLIS","28"
"2021-05-23","MARINGA","12"
"2021-05-16","DIVINOPOLIS","4"
"2021-06-06","SANTA MARIA","7"
"2021-01-25","NITEROI","1349"
"2021-06-17","NITEROI","5070"
"2021-09-24","MARINGA","1643"
"2021-08-24","MARINGA","1924"
"2021-08-18","MARINGA","3201"
"2021-06-17","MARINGA","4117"
"2021-06-18","RIBEIRAO PRETO","4141"
"2021-06-26","JUNDIAI","2697"
"2021-06-09","JUNDIAI","715"
"2021-07-21","JUNDIAI","3120"
"2021-04-25","MARINGA","1291"
"2021-08-10","JUNDIAI","1796"
"2021-04-10","DIVINOPOLIS","560"
"2021-03-23","SANTA MARIA","2162"
"2021-03-05","RIBEIRAO PRETO","1078"
"2021-04-27","FEIRA DE SANTANA","1172"
"2021-02-11","PETROLINA","631"
"2021-04-20","ACAILANDIA","393"
"2021-09-27","SANTA LUZIA","11"
"2021-06-17","SANTA LUZIA","789"
"2021-06-20","MARINGA","74"
"2021-04-15","MARINGA","351"
"2021-01-20","RIBEIRAO PRETO","255"
"2021-05-12","ACAILANDIA","83"
"2021-02-01","MARINGA","236"
"2021-09-23","JUNDIAI","181"
"2021-10-14","JUNDIAI","7"
"2021-09-16","NITEROI","5958"
"2021-05-18","NITEROI","3153"
"2021-09-03","RIBEIRAO PRETO","5412"
"2021-06-24","JUNDIAI","2489"
"2021-07-12","FEIRA DE SANTANA","1912"
"2021-06-01","ACAILANDIA","976"
"2021-03-31","SANTA MARIA","693"
"2021-05-24","SANTA MARIA","742"
"2021-03-12","SANTA MARIA","308"
"2021-07-14","SANTA MARIA","1819"
"2021-03-03","FEIRA DE SANTANA","455"
"2021-05-22","ACAILANDIA","10"
"2021-05-11","PETROLINA","404"
"2021-07-11","ACAILANDIA","3"
"2021-09-06","SANTA LUZIA","705"
"2021-09-09","FEIRA DE SANTANA","243"
"2021-05-14","ACAILANDIA","117"
"2021-05-27","DIVINOPOLIS","113"
"2021-05-09","SANTA MARIA","5"
"2021-04-24","ACAILANDIA","15"
"2021-02-06","ACAILANDIA","13"
"2021-08-29","JUNDIAI","45"
"2021-09-07","FEIRA DE SANTANA","13"
"2021-05-16","MARINGA","6"
"2021-02-01","NITEROI","2383"
"2021-03-15","NITEROI","1312"
"2021-08-04","DIVINOPOLIS","1025"
"2021-08-18","SANTA LUZIA","1993"
"2021-07-09","SANTA MARIA","6018"
"2021-05-17","JUNDIAI","730"
"2021-03-10","DIVINOPOLIS","396"
"2021-06-22","FEIRA DE SANTANA","1939"
"2021-08-04","SANTA LUZIA","662"
"2021-01-27","PETROLINA","224"
"2021-01-27","MARINGA","408"
"2021-06-21","SANTA LUZIA","519"
"2021-03-01","DIVINOPOLIS","273"
"2021-02-17","SANTA MARIA","807"
"2021-08-22","FEIRA DE SANTANA","22"
"2021-06-16","DIVINOPOLIS","83"
"2021-02-27","PETROLINA","94"
"2021-08-18","DIVINOPOLIS","1342"
"2021-09-17","ACAILANDIA","669"
"2021-03-13","RIBEIRAO PRETO","22"
"2021-08-20","JUNDIAI","2235"
"2021-10-15","FEIRA DE SANTANA","3"
"2021-04-18","JUNDIAI","25"
"2021-03-21","JUNDIAI","12"
"2021-02-10","DIVINOPOLIS","36"
"2021-08-16","SANTA MARIA","1134"
"2021-08-21","SANTA MARIA","7845"
"2021-04-21","DIVINOPOLIS","436"
"2021-02-12","RIBEIRAO PRETO","1320"
"2021-01-23","JUNDIAI","179"
"2021-08-04","PETROLINA","1869"
"2021-08-03","ACAILANDIA","275"
"2021-08-18","PETROLINA","1129"
"2021-09-13","MARINGA","4091"
"2021-09-11","PETROLINA","712"
"2021-10-01","SANTA LUZIA","10"
"2021-02-13","MARINGA","15"
"2021-02-14","MARINGA","6"
"2021-08-15","RIBEIRAO PRETO","142"
"2021-03-23","ACAILANDIA","73"
"2021-04-02","PETROLINA","7"
"2021-02-28","DIVINOPOLIS","3"
"2021-04-15","NITEROI","2995"
"2021-06-25","NITEROI","4324"
"2021-08-02","PETROLINA","906"
"2021-05-13","JUNDIAI","1153"
"2021-07-05","FEIRA DE SANTANA","2362"
"2021-03-17","SANTA LUZIA","386"
"2021-06-22","SANTA MARIA","6621"
"2021-06-10","SANTA LUZIA","1212"
"2021-05-22","SANTA MARIA","3408"
"2021-04-26","MARINGA","4042"
"2021-04-16","FEIRA DE SANTANA","1211"
"2021-03-18","RIBEIRAO PRETO","851"
"2021-02-03","SANTA MARIA","303"
"2021-04-12","DIVINOPOLIS","769"
"2021-07-08","MARINGA","2195"
"2021-05-05","SANTA MARIA","548"
"2021-08-25","FEIRA DE SANTANA","191"
"2021-05-04","PETROLINA","452"
"2021-01-29","MARINGA","529"
"2021-04-29","DIVINOPOLIS","55"
"2021-10-02","JUNDIAI","6"
"2021-10-03","SANTA LUZIA","1"
"2021-05-02","SANTA LUZIA","4"
"2021-05-04","NITEROI","3784"
"2021-01-21","NITEROI","2331"
"2021-05-21","SANTA LUZIA","988"
"2021-07-14","DIVINOPOLIS","1104"
"2021-05-26","DIVINOPOLIS","625"
"2021-05-03","DIVINOPOLIS","567"
"2021-07-26","FEIRA DE SANTANA","256"
"2021-05-22","DIVINOPOLIS","522"
"2021-04-08","FEIRA DE SANTANA","536"
"2021-04-21","SANTA MARIA","140"
"2021-03-15","PETROLINA","112"
"2021-07-25","ACAILANDIA","6"
"2021-08-16","FEIRA DE SANTANA","449"
"2021-09-08","SANTA LUZIA","1221"
"2021-02-22","ACAILANDIA","53"
"2021-01-24","JUNDIAI","173"
"2021-09-13","SANTA LUZIA","1050"
"2021-09-08","PETROLINA","3836"
"2021-01-21","DIVINOPOLIS","48"
"2021-04-17","ACAILANDIA","39"
"2021-02-02","ACAILANDIA","16"
"2021-10-08","ACAILANDIA","1"
"2021-06-08","NITEROI","3405"
"2021-06-02","MARINGA","1517"
"2021-06-09","PETROLINA","816"
"2021-08-12","JUNDIAI","3156"
"2021-01-27","RIBEIRAO PRETO","742"
"2021-04-20","RIBEIRAO PRETO","2178"
"2021-07-14","PETROLINA","480"
"2021-07-11","JUNDIAI","84"
"2021-06-23","DIVINOPOLIS","795"
"2021-03-12","PETROLINA","104"
"2021-04-02","ACAILANDIA","43"
"2021-09-18","SANTA MARIA","2840"
"2021-06-01","DIVINOPOLIS","636"
"2021-01-26","SANTA LUZIA","127"
"2021-08-04","ACAILANDIA","173"
"2021-05-02","SANTA MARIA","13"
"2021-03-15","ACAILANDIA","17"
"2021-06-20","ACAILANDIA","19"
"2021-04-18","ACAILANDIA","3"
"2021-09-14","NITEROI","7704"
"2021-04-07","NITEROI","6517"
"2021-09-25","SANTA LUZIA","15"
"2021-08-06","SANTA MARIA","2535"
"2021-08-05","FEIRA DE SANTANA","1384"
"2021-04-23","MARINGA","10781"
"2021-05-10","RIBEIRAO PRETO","3389"
"2021-01-22","PETROLINA","134"
"2021-04-06","ACAILANDIA","236"
"2021-06-21","ACAILANDIA","357"
"2021-06-30","PETROLINA","339"
"2021-02-11","SANTA LUZIA","502"
"2021-01-21","MARINGA","178"
"2021-03-04","FEIRA DE SANTANA","320"
"2021-02-15","DIVINOPOLIS","181"
"2021-01-20","DIVINOPOLIS","81"
"2021-03-23","JUNDIAI","550"
"2021-04-19","RIBEIRAO PRETO","236"
"2021-04-30","PETROLINA","402"
"2021-04-28","SANTA MARIA","432"
"2021-09-09","SANTA MARIA","4730"
"2021-09-14","DIVINOPOLIS","878"
"2021-02-13","JUNDIAI","110"
"2021-06-03","JUNDIAI","123"
"2021-04-29","PETROLINA","264"
"2021-06-05","RIBEIRAO PRETO","92"
"2021-05-17","ACAILANDIA","68"
"2021-10-14","SANTA LUZIA","1"
"2021-10-15","SANTA MARIA","8"
"2021-09-19","RIBEIRAO PRETO","12"
"2021-02-05","NITEROI","1109"
"2021-06-07","SANTA LUZIA","1214"
"2021-05-14","JUNDIAI","1328"
"2021-06-10","RIBEIRAO PRETO","1734"
"2021-07-15","JUNDIAI","2751"
"2021-03-16","DIVINOPOLIS","387"
"2021-07-15","FEIRA DE SANTANA","463"
"2021-03-09","PETROLINA","172"
"2021-05-24","PETROLINA","971"
"2021-06-05","SANTA MARIA","898"
"2021-03-10","PETROLINA","182"
"2021-08-29","RIBEIRAO PRETO","18"
"2021-09-19","SANTA MARIA","9"
"2021-03-28","ACAILANDIA","4"
"2021-06-06","FEIRA DE SANTANA","18"
"2021-02-21","JUNDIAI","2"
"2021-04-13","NITEROI","5448"
"2021-03-05","NITEROI","3431"
"2021-06-02","PETROLINA","528"
"2021-05-31","PETROLINA","463"
"2021-06-21","MARINGA","1754"
"2021-03-24","SANTA MARIA","9491"
"2021-06-03","RIBEIRAO PRETO","106"
"2021-07-02","PETROLINA","1064"
"2021-03-15","MARINGA","753"
"2021-03-04","DIVINOPOLIS","410"
"2021-02-22","FEIRA DE SANTANA","185"
"2021-03-03","SANTA MARIA","1115"
"2021-06-15","ACAILANDIA","379"
"2021-09-15","SANTA LUZIA","859"
"2021-10-08","FEIRA DE SANTANA","14"
"2021-04-08","ACAILANDIA","321"
"2021-09-28","DIVINOPOLIS","7"
"2021-09-02","RIBEIRAO PRETO","8164"
"2021-09-29","FEIRA DE SANTANA","11"
"2021-09-29","ACAILANDIA","1"
"2021-01-19","JUNDIAI","17"
"2021-09-12","MARINGA","24"
"2021-02-21","PETROLINA","3"
"2021-04-22","NITEROI","6058"
"2021-03-04","NITEROI","4015"
"2021-08-05","NITEROI","4040"
"2021-01-29","NITEROI","2525"
"2021-08-05","DIVINOPOLIS","1440"
"2021-08-28","SANTA MARIA","134"
"2021-04-23","FEIRA DE SANTANA","1217"
"2021-06-05","JUNDIAI","2214"
"2021-05-08","FEIRA DE SANTANA","565"
"2021-05-07","SANTA MARIA","489"
"2021-03-09","JUNDIAI","418"
"2021-07-08","SANTA LUZIA","776"
"2021-07-24","DIVINOPOLIS","1064"
"2021-03-31","RIBEIRAO PRETO","972"
"2021-08-11","SANTA MARIA","3820"
"2021-02-24","FEIRA DE SANTANA","220"
"2021-06-04","SANTA LUZIA","778"
"2021-07-08","PETROLINA","612"
"2021-08-31","SANTA LUZIA","1781"
"2021-05-20","FEIRA DE SANTANA","485"
"2021-04-23","ACAILANDIA","79"
"2021-02-17","FEIRA DE SANTANA","349"
"2021-08-16","ACAILANDIA","195"
"2021-10-05","SANTA MARIA","4"
